id,lati,long,zagl,YEAR
273,40.8461,-111.92662,0.0,1993
274,40.7523,-111.9045,9.1,1993
275,40.653604,-112.054074,0.0,1993
276,40.69384,-111.89586,15.2,1993
277,40.7889,-111.90441,0.0,1993
278,41.876796,-112.191024,0.0,1993
279,41.093219,-112.028221,0.0,1993
280,40.273497,-111.676065,0.0,1993
281,40.315185,-111.735274,0.0,1993
282,41.10335,-112.03189,0.0,1993
283,40.69384,-111.89586,0.0,1993
284,40.668325,-112.091908,0.0,1993
285,40.8249,-111.9238,0.0,1993
286,40.886022,-111.904759,0.0,1993
287,40.838386,-111.921443,0.0,1993
288,40.51956,-111.89072,0.0,1993
289,40.233755,-111.658456,0.0,1993
290,40.77777800000001,-112.025,0.0,1993
291,41.663,-112.432,0.0,1993
292,40.74203,-111.94455,0.0,1993
293,40.78238,-111.9042,0.0,1993
294,40.70739,-111.89273,0.0,1993
295,40.7523,-111.9045,0.0,1993
296,40.73416,-111.958,0.0,1993
297,41.28534000000001,-112.02797,0.0,1993
298,40.260787,-111.707982,0.0,1993
299,40.388555,-110.12491,0.0,1993
300,40.76498,-111.91061,0.0,1993
301,40.76511,-111.92799,0.0,1993
302,40.71326,-111.91711,0.0,1993
303,40.297058,-111.734076,0.0,1993
304,40.18577,-111.63096000000002,0.0,1993
305,40.81676,-111.92468,0.0,1993
306,40.74800000000001,-111.958,0.0,1993
307,40.129722,-111.644444,0.0,1993
308,41.104055,-112.030719,0.0,1993
309,40.640035,-111.90184,0.0,1993
310,40.74546,-111.95802,0.0,1993
311,40.58775,-111.96951,0.0,1993
312,41.8825,-112.1964,0.0,1993
313,40.74169000000001,-111.90767,0.0,1993
314,40.51956,-111.89072,8.2,1993
315,40.74546,-111.95802,9.1,1993
316,40.233755,-111.658456,7.6,1993
317,40.58775,-111.96951,12.5,1993
318,40.70739,-111.89273,10.1,1993
319,40.653604,-112.054074,22.5,1993
320,40.668325,-112.091908,11.6,1993
321,40.74203,-111.94455,17.6,1993
322,41.876796,-112.191024,17.8,1993
323,40.86631,-111.91187,18.1,1993
324,41.093219,-112.028221,12.2,1993
325,37.115022,-113.51761100000002,17.6,1993
326,40.273497,-111.676065,10.1,1993
327,40.315185,-111.735274,16.6,1993
328,40.73416,-111.958,11.0,1993
329,41.10335,-112.03189,9.1,1993
330,41.744977,-111.849247,10.0,1993
331,40.77777800000001,-112.025,12.4,1993
332,40.736783,-111.96595,16.6,1993
333,41.20515,-112.01262,0.6,1993
334,40.78202,-112.01349,10.1,1993
335,40.7889,-111.90441,30.5,1993
336,40.726834,-112.186278,16.6,1993
337,40.8249,-111.9238,22.6,1993
338,40.751116,-111.995572,10.5,1993
339,40.388555,-110.12491,10.7,1993
340,40.734036,-112.14104,36.7,1993
341,40.838386,-111.921443,53.6,1993
342,41.663,-112.432,9.1,1993
343,40.886022,-111.904759,15.8,1993
344,40.74800000000001,-111.958,12.2,1993
345,40.297058,-111.734076,29.0,1993
346,40.72817,-111.88824,9.8,1993
347,40.78149000000001,-112.03622,10.8,1993
348,41.8825,-112.1964,33.0,1993
349,40.199753,-111.631752,13.7,1993
350,40.86631,-111.91187,0.0,1994
351,40.7889,-111.90441,0.0,1994
352,40.72894,-111.95799,0.0,1994
353,40.734036,-112.14104,0.0,1994
354,40.726834,-112.186278,0.0,1994
355,40.74203,-111.94455,0.0,1994
356,40.70739,-111.89273,0.0,1994
357,40.7889,-111.90441,30.5,1994
358,40.86631,-111.91187,18.1,1994
359,40.76498,-111.91061,0.0,1994
360,40.297058,-111.734076,0.0,1994
361,40.58775,-111.96951,0.0,1994
362,41.127622,-112.02051000000002,0.0,1994
363,40.77777800000001,-112.025,12.4,1994
364,40.260787,-111.707982,0.0,1994
365,41.28534000000001,-112.02797,0.0,1994
366,40.78238,-111.9042,0.0,1994
367,40.64042,-111.90174,0.0,1994
368,41.093219,-112.028221,0.0,1994
369,40.74211,-111.95802,0.0,1994
370,40.18577,-111.63096000000002,0.0,1994
371,40.72351,-111.96924,0.0,1994
372,40.8461,-111.92662,0.0,1994
373,40.6791,-111.8883,0.0,1994
374,40.297058,-111.734076,29.0,1994
375,41.1016,-112.022469,15.2,1994
376,40.74800000000001,-111.958,12.2,1994
377,40.199753,-111.631752,13.7,1994
378,40.85952,-111.91183999999998,0.0,1994
379,40.678081,-111.899716,0.0,1994
380,40.677996,-111.894597,0.0,1994
381,40.74800000000001,-111.958,0.0,1994
382,40.34431,-111.74253,0.0,1994
383,40.8249,-111.9238,0.0,1994
384,40.886022,-111.904759,0.0,1994
385,40.838386,-111.921443,0.0,1994
386,40.233755,-111.658456,0.0,1994
387,40.51956,-111.89072,0.0,1994
388,40.71326,-111.91711,0.0,1994
389,40.81676,-111.92468,0.0,1994
390,40.388555,-110.12491,10.7,1994
391,40.653604,-112.054074,22.5,1994
392,40.7523,-111.9045,0.0,1994
393,41.260369,-112.231233,0.0,1994
394,37.116571,-113.56025,0.0,1994
395,40.76511,-111.92799,0.0,1994
396,41.1016,-112.022469,0.0,1994
397,40.78413,-111.87219,0.0,1994
398,40.8249,-111.9238,22.6,1994
399,40.84191,-111.92756,0.0,1994
400,40.734036,-112.14104,36.7,1994
401,40.78149000000001,-112.03622,10.8,1994
402,41.067451,-111.988452,14.5,1994
403,41.876796,-112.191024,17.8,1994
404,40.315185,-111.735274,16.6,1994
405,37.794865,-113.112675,0.0,1994
406,40.233755,-111.658456,7.6,1994
407,40.838386,-111.921443,53.6,1994
408,40.886022,-111.904759,15.8,1994
409,40.668325,-112.091908,0.0,1994
410,40.69384,-111.89586,0.0,1994
411,40.73416,-111.958,11.0,1994
412,40.58775,-111.96951,12.5,1994
413,41.10335,-112.03189,9.1,1994
414,37.115022,-113.51761100000002,0.0,1994
415,40.73516,-111.91114,8.8,1994
416,40.74578,-111.96385,8.2,1994
417,40.57565,-112.02104,7.0,1994
418,37.116571,-113.56025,8.2,1994
419,41.260369,-112.231233,11.8,1994
420,40.640035,-111.90184,0.8,1994
421,40.7523,-111.9045,9.1,1994
422,40.220029,-112.749599,3.0,1994
423,40.72817,-111.88824,9.8,1994
424,41.663,-112.432,0.0,1994
425,41.663,-112.432,9.1,1994
426,41.744977,-111.849247,10.0,1994
427,40.726834,-112.186278,16.6,1994
428,40.51956,-111.89072,8.2,1994
429,40.70739,-111.89273,10.1,1994
430,40.388555,-110.12491,0.0,1994
431,40.74203,-111.94455,17.6,1994
432,41.20515,-112.01262,0.6,1994
433,41.744977,-111.849247,0.0,1994
434,41.10335,-112.03189,0.0,1994
435,40.736783,-111.96595,0.0,1994
436,41.127622,-112.02051000000002,3.0,1994
437,40.73416,-111.958,0.0,1994
438,40.315185,-111.735274,0.0,1994
439,41.067451,-111.988452,0.0,1994
440,41.876796,-112.191024,0.0,1994
441,40.69384,-111.89586,15.2,1994
442,40.1856,-111.630954,9.4,1994
443,40.8461,-111.92662,10.7,1994
444,40.77777800000001,-112.025,0.0,1994
445,40.129722,-111.644444,0.0,1994
446,40.736783,-111.96595,16.6,1994
447,40.78149000000001,-112.03622,0.0,1994
448,40.76511,-111.92799,0.0,1995
449,40.199753,-111.631752,13.7,1995
450,40.734036,-112.14104,0.0,1995
451,37.115022,-113.51761100000002,0.0,1995
452,41.1016,-112.022469,15.2,1995
453,40.677996,-111.894597,0.0,1995
454,40.297058,-111.734076,29.0,1995
455,41.663,-112.432,0.0,1995
456,40.78135,-112.01149,10.1,1995
457,40.77777800000001,-112.025,12.4,1995
458,40.77777800000001,-112.025,0.0,1995
459,40.8249,-111.9238,22.6,1995
460,40.51956,-111.89072,8.2,1995
461,41.744977,-111.849247,10.0,1995
462,41.876796,-112.191024,17.8,1995
463,41.876796,-112.191024,0.0,1995
464,41.127622,-112.02051000000002,3.0,1995
465,40.734036,-112.14104,36.7,1995
466,41.127622,-112.02051000000002,0.0,1995
467,40.653604,-112.054074,0.0,1995
468,40.69384,-111.89586,0.0,1995
469,41.744977,-111.849247,0.0,1995
470,40.74203,-111.94455,17.6,1995
471,40.653604,-112.054074,22.5,1995
472,41.21583,-112.0183,8.0,1995
473,40.7523,-111.9045,0.0,1995
474,40.233755,-111.658456,0.0,1995
475,40.1856,-111.630954,9.4,1995
476,40.640035,-111.90184,0.0,1995
477,40.838386,-111.921443,0.0,1995
478,40.86631,-111.91187,0.0,1995
479,41.260369,-112.231233,0.0,1995
480,37.116571,-113.56025,0.0,1995
481,40.7889,-111.90441,0.0,1995
482,40.297058,-111.734076,0.0,1995
483,40.8461,-111.92662,10.7,1995
484,40.678081,-111.899716,0.0,1995
485,40.736783,-111.96595,16.6,1995
486,40.886022,-111.904759,0.0,1995
487,41.20515,-112.01262,0.6,1995
488,40.886022,-111.904759,15.8,1995
489,40.233755,-111.658456,7.6,1995
490,40.751116,-111.995572,10.5,1995
491,40.78149000000001,-112.03622,10.8,1995
492,40.22207,-111.65204,0.0,1995
493,40.78202,-112.01349,10.1,1995
494,40.78202,-112.01349,0.0,1995
495,40.86631,-111.91187,18.1,1995
496,40.78149000000001,-112.03622,0.0,1995
497,40.736783,-111.96595,0.0,1995
498,41.663,-112.432,9.1,1995
499,40.22424,-111.64927,0.0,1995
500,40.260787,-111.707982,0.0,1995
501,40.73416,-111.958,0.0,1995
502,41.260369,-112.231233,11.8,1995
503,40.8249,-111.9238,0.0,1995
504,40.51956,-111.89072,0.0,1995
505,40.74211,-111.95802,0.0,1995
506,40.8461,-111.92662,0.0,1995
507,40.7889,-111.90441,30.5,1995
508,40.640035,-111.90184,0.8,1995
509,40.7523,-111.9045,9.1,1995
510,40.57565,-112.02104,7.0,1995
511,40.74578,-111.96385,8.2,1995
512,40.558887,-112.049164,10.6,1995
513,40.6791,-111.8883,0.0,1995
514,40.72351,-111.96924,0.0,1995
515,40.73516,-111.91114,8.8,1995
516,40.736783,-111.96595,0.0,1996
517,40.1856,-111.630954,9.4,1996
518,40.8461,-111.92662,10.7,1996
519,40.199753,-111.631752,13.7,1996
520,40.736783,-111.96595,16.6,1996
521,41.260369,-112.231233,0.0,1996
522,40.640035,-111.90184,0.0,1996
523,40.7523,-111.9045,0.0,1996
524,40.69384,-111.89586,0.0,1996
525,41.127622,-112.02051000000002,0.0,1996
526,40.653604,-112.054074,0.0,1996
527,41.260369,-112.231233,11.8,1996
528,40.640035,-111.90184,0.8,1996
529,40.7523,-111.9045,9.1,1996
530,40.77777800000001,-112.025,0.0,1996
531,40.57565,-112.02104,7.0,1996
532,40.558887,-112.049164,10.6,1996
533,40.73516,-111.91114,8.8,1996
534,40.78135,-112.01149,10.1,1996
535,40.734036,-112.14104,36.7,1996
536,40.883209,-111.906241,9.8,1996
537,41.20515,-112.01262,0.6,1996
538,40.883209,-111.906241,0.0,1996
539,40.886022,-111.904759,15.8,1996
540,40.233755,-111.658456,7.6,1996
541,40.74578,-111.96385,8.2,1996
542,40.734036,-112.14104,0.0,1996
543,40.78149000000001,-112.03622,0.0,1996
544,40.751116,-111.995572,0.0,1996
545,40.77777800000001,-112.025,12.4,1996
546,40.297058,-111.734076,0.0,1996
547,40.886022,-111.904759,0.0,1996
548,40.838386,-111.921443,0.0,1996
549,40.233755,-111.658456,0.0,1996
550,40.653604,-112.054074,22.5,1996
551,41.127622,-112.02051000000002,3.0,1996
552,40.8461,-111.92662,0.0,1996
553,40.6791,-111.8883,0.0,1996
554,40.78135,-112.01149,0.0,1996
555,40.74211,-111.95802,0.0,1996
556,41.21583,-112.0183,0.0,1996
557,37.115022,-113.51761100000002,0.0,1996
558,40.297058,-111.734076,29.0,1996
559,41.532156,-112.058002,0.0,1996
560,40.72894,-111.95799,0.0,1996
561,40.677996,-111.894597,0.0,1996
562,40.22424,-111.64927,0.0,1996
563,40.76511,-111.92799,0.0,1996
564,41.21583,-112.0183,8.0,1996
565,40.779239,-111.956039,0.0,1996
566,41.744977,-111.849247,0.0,1996
567,41.744977,-111.849247,10.0,1996
568,40.86631,-111.91187,0.0,1996
569,40.78202,-112.01349,0.0,1996
570,40.8249,-111.9238,0.0,1996
571,40.7889,-111.90441,0.0,1996
572,41.1016,-112.022469,15.2,1996
573,40.751116,-111.995572,10.5,1996
574,40.78202,-112.01349,10.1,1996
575,40.260787,-111.707982,0.0,1996
576,40.72351,-111.96924,0.0,1996
577,40.86631,-111.91187,18.1,1996
578,40.8249,-111.9238,22.6,1996
579,40.7889,-111.90441,30.5,1996
580,40.78149000000001,-112.03622,10.8,1996
581,40.78149000000001,-112.03622,0.0,1997
582,40.78202,-112.01349,0.0,1997
583,40.751116,-111.995572,0.0,1997
584,41.744977,-111.849247,0.0,1997
585,40.779239,-111.956039,15.2,1997
586,40.736783,-111.96595,0.0,1997
587,40.233755,-111.658456,7.6,1997
588,40.22424,-111.64927,0.0,1997
589,40.86631,-111.91187,18.1,1997
590,40.71342,-111.8997,0.0,1997
591,40.76511,-111.92799,0.0,1997
592,40.72894,-111.95799,0.0,1997
593,40.260787,-111.707982,0.0,1997
594,40.838386,-111.921443,0.0,1997
595,40.886022,-111.904759,15.8,1997
596,41.29741,-112.00716,0.0,1997
597,40.7889,-111.90441,30.5,1997
598,40.886022,-111.904759,0.0,1997
599,40.8249,-111.9238,22.6,1997
600,40.77777800000001,-112.025,12.4,1997
601,41.127622,-112.02051000000002,3.0,1997
602,40.653604,-112.054074,22.5,1997
603,40.883209,-111.906241,9.8,1997
604,40.297058,-111.734076,29.0,1997
605,41.1016,-112.022469,15.2,1997
606,40.199753,-111.631752,13.7,1997
607,41.21583,-112.0183,8.0,1997
608,40.8249,-111.9238,0.0,1997
609,41.21583,-112.0183,0.0,1997
610,40.78135,-112.01149,0.0,1997
611,40.7889,-111.90441,0.0,1997
612,40.8461,-111.92662,0.0,1997
613,40.233755,-111.658456,0.0,1997
614,40.751116,-111.995572,10.5,1997
615,40.86631,-111.91187,0.0,1997
616,40.297058,-111.734076,0.0,1997
617,40.78202,-112.01349,10.1,1997
618,41.29741,-112.00716,12.2,1997
619,40.71342,-111.8997,10.2,1997
620,41.744977,-111.849247,10.0,1997
621,40.78149000000001,-112.03622,10.8,1997
622,40.74211,-111.95802,0.0,1997
623,40.6791,-111.8883,0.0,1997
624,40.734036,-112.14104,0.0,1997
625,40.69384,-111.89586,15.2,1997
626,40.640035,-111.90184,0.8,1997
627,40.73516,-111.91114,8.8,1997
628,41.260369,-112.231233,0.0,1997
629,40.640035,-111.90184,0.0,1997
630,40.558887,-112.049164,10.6,1997
631,40.57565,-112.02104,7.0,1997
632,40.736783,-111.96595,16.6,1997
633,41.260369,-112.231233,11.8,1997
634,40.734036,-112.14104,36.7,1997
635,40.77777800000001,-112.025,0.0,1997
636,40.8461,-111.92662,10.7,1997
637,40.78135,-112.01149,10.1,1997
638,40.69354000000001,-111.9112,9.4,1997
639,41.127622,-112.02051000000002,0.0,1997
640,40.653604,-112.054074,0.0,1997
641,40.883209,-111.906241,0.0,1997
642,40.69384,-111.89586,9.4,1997
643,40.86162,-111.90596,0.0,1998
644,40.78149000000001,-112.03622,10.8,1998
645,40.883209,-111.906241,0.0,1998
646,40.7523,-111.9045,9.1,1998
647,40.838386,-111.921443,0.0,1998
648,40.6791,-111.8883,0.0,1998
649,40.7889,-111.90441,0.0,1998
650,40.736783,-111.96595,0.0,1998
651,40.751116,-111.995572,10.5,1998
652,40.57565,-112.02104,7.0,1998
653,40.69354000000001,-111.9112,9.4,1998
654,40.8249,-111.9238,22.6,1998
655,40.86631,-111.91187,18.1,1998
656,40.8461,-111.92662,10.7,1998
657,40.886022,-111.904759,15.8,1998
658,40.71342,-111.8997,10.2,1998
659,40.233755,-111.658456,7.6,1998
660,41.744977,-111.849247,0.0,1998
661,41.260369,-112.231233,11.8,1998
662,40.751116,-111.995572,0.0,1998
663,40.736783,-111.96595,16.6,1998
664,40.883209,-111.906241,9.8,1998
665,40.7523,-111.9045,0.0,1998
666,40.73516,-111.91114,8.8,1998
667,40.8461,-111.92662,0.0,1998
668,40.74211,-111.95802,0.0,1998
669,41.744977,-111.849247,10.0,1998
670,40.69384,-111.89586,9.4,1998
671,40.78149000000001,-112.03622,0.0,1998
672,40.779239,-111.956039,15.2,1998
673,40.299754,-111.733916,0.0,1998
674,40.71342,-111.8997,0.0,1998
675,40.77777800000001,-112.025,12.4,1998
676,40.86162,-111.90596,9.2,1998
677,40.7889,-111.90441,30.5,1998
678,39.173145,-111.029389,182.9,1998
679,40.734036,-112.14104,0.0,1998
680,40.78135,-112.01149,0.0,1998
681,37.68505,-113.10175,0.0,1998
682,40.516667,-112.15,0.0,1998
683,41.260369,-112.231233,0.0,1998
684,41.29741,-112.00716,12.2,1998
685,37.68505,-113.10175,9.1,1998
686,39.5103,-112.5804,217.6,1998
687,40.0864,-109.2844,182.9,1998
688,40.77777800000001,-112.025,0.0,1998
689,40.78135,-112.01149,10.1,1998
